,CODLOCALIDAD,NPCEP17,NPCEP4,NPCEP5,DPTOMPIO,NVCBP8B,NVCBP8H,NVCBP11AA,LOCALIDAD_TEX
1427,,6,42,2,25269,2,2,2.0,
1428,,6,16,1,25269,2,2,2.0,
1429,,6,21,1,25269,2,2,3.0,
1430,,6,43,2,25486,2,2,2.0,
1431,,6,11,2,25486,2,2,2.0,
1432,,6,40,2,25183,1,2,2.0,
1433,,6,18,1,25183,1,2,2.0,
1434,,6,24,1,25214,2,2,2.0,
1435,,6,9,1,25740,2,2,2.0,
1436,,6,11,1,25758,2,2,3.0,
1437,,6,75,2,25758,2,2,2.0,
1438,,6,6,1,25758,2,2,2.0,
1439,,6,23,1,25758,1,2,2.0,
1440,,6,6,1,25758,2,2,3.0,
1441,,6,72,1,25758,2,2,3.0,
1442,,6,25,2,25758,2,2,3.0,
1443,,6,19,2,25438,1,2,2.0,
1444,,6,75,1,25438,1,1,2.0,
1445,,6,65,2,25438,1,1,2.0,
1446,,6,82,2,25438,1,2,2.0,
1447,,6,29,2,25438,2,2,2.0,
1448,,6,80,2,25438,1,2,,
1449,,6,21,2,25473,2,2,2.0,
1450,,6,56,2,25473,2,2,2.0,
1451,,6,66,1,25473,2,2,2.0,
1452,,6,30,2,25473,2,2,2.0,
1453,,6,12,1,25473,2,2,1.0,
1454,,6,78,2,25473,2,2,2.0,
1455,,6,58,2,25473,2,2,2.0,
1456,,6,2,2,25126,2,2,2.0,
1457,,6,72,1,25126,2,2,2.0,
1458,,6,49,2,25126,2,2,2.0,
1459,,6,8,1,25126,2,2,3.0,
1460,,6,63,2,25126,2,2,3.0,
1461,,6,23,2,25126,2,2,2.0,
1462,,6,16,2,25326,2,2,3.0,
1463,,5,66,1,25817,2,2,2.0,
1464,,6,7,2,25513,2,2,3.0,
1465,,6,85,2,25513,1,1,1.0,
1466,,6,67,2,25513,2,1,,
1467,,6,5,2,25843,1,2,2.0,
1468,,6,70,1,25875,1,2,2.0,
1469,,6,39,1,25875,9,9,2.0,
1470,,6,22,2,25875,9,9,2.0,
1471,,6,69,2,25875,2,2,1.0,
1472,,6,12,2,25875,2,2,2.0,
1473,,6,8,1,25875,2,2,2.0,
1474,,6,41,1,25875,2,2,1.0,
1475,,6,33,1,25875,2,2,3.0,
1476,,6,36,2,25875,2,2,2.0,
1477,,6,2,1,25875,2,2,2.0,
1478,,6,2,2,25875,2,2,2.0,
1479,,6,76,1,25875,1,2,2.0,
1480,,6,14,2,25875,1,1,1.0,
1481,,6,13,1,25875,2,2,2.0,
1482,,6,75,2,25875,2,2,2.0,
1483,,6,55,1,25875,2,2,3.0,
1484,,6,16,1,25875,2,2,2.0,
1485,,6,20,1,25875,2,2,2.0,
1486,1.0,6,30,2,11001,2,2,4.0,USAQUEN
1487,1.0,6,15,2,11001,1,1,4.0,USAQUEN
1488,1.0,6,14,2,11001,2,2,4.0,USAQUEN
1489,1.0,6,18,1,11001,2,2,4.0,USAQUEN
1490,1.0,6,37,2,11001,2,2,4.0,USAQUEN
1491,4.0,6,32,2,11001,2,2,2.0,SAN CRISTOBAL
1492,4.0,6,12,2,11001,2,2,2.0,SAN CRISTOBAL
1493,4.0,6,8,1,11001,2,2,2.0,SAN CRISTOBAL
1494,4.0,6,22,1,11001,2,2,2.0,SAN CRISTOBAL
1495,4.0,6,49,2,11001,2,1,2.0,SAN CRISTOBAL
1496,4.0,6,19,2,11001,2,1,2.0,SAN CRISTOBAL
1497,4.0,5,38,2,11001,2,2,2.0,SAN CRISTOBAL
1498,3.0,6,7,1,11001,2,2,2.0,SANTA FE
1499,3.0,6,36,1,11001,2,2,3.0,SANTA FE
1500,3.0,6,40,2,11001,2,2,3.0,SANTA FE
1501,15.0,6,39,1,11001,9,2,3.0,ANTONIO NARIÑO
1502,15.0,6,10,1,11001,9,2,3.0,ANTONIO NARIÑO
1503,15.0,6,42,1,11001,2,9,3.0,ANTONIO NARIÑO
1504,15.0,6,43,2,11001,2,9,3.0,ANTONIO NARIÑO
1505,15.0,6,21,1,11001,2,9,3.0,ANTONIO NARIÑO
1506,15.0,6,14,2,11001,2,9,3.0,ANTONIO NARIÑO
1507,15.0,6,9,2,11001,2,2,3.0,ANTONIO NARIÑO
1508,15.0,6,48,2,11001,2,2,3.0,ANTONIO NARIÑO
1509,15.0,6,52,2,11001,2,2,3.0,ANTONIO NARIÑO
1510,15.0,6,5,1,11001,2,2,3.0,ANTONIO NARIÑO
1511,15.0,6,5,1,11001,2,2,3.0,ANTONIO NARIÑO
1512,17.0,6,30,2,11001,1,2,2.0,CANDELARIA
1513,5.0,6,8,1,11001,2,2,1.0,USME
1514,5.0,6,4,1,11001,2,2,2.0,USME
1515,5.0,6,36,1,11001,2,2,1.0,USME
1516,5.0,6,7,2,11001,1,2,1.0,USME
1517,5.0,6,74,1,11001,2,2,2.0,USME
1518,5.0,6,42,1,11001,2,2,1.0,USME
1519,5.0,6,78,2,11001,1,2,2.0,USME
1520,5.0,6,62,2,11001,2,2,1.0,USME
1521,6.0,6,16,1,11001,2,2,2.0,TUNJUELITO
1522,6.0,1,44,2,11001,2,2,2.0,TUNJUELITO
1523,6.0,6,50,2,11001,2,2,2.0,TUNJUELITO
1524,6.0,6,25,2,11001,2,2,2.0,TUNJUELITO
1525,6.0,6,30,1,11001,2,2,2.0,TUNJUELITO
1526,6.0,6,12,1,11001,2,2,2.0,TUNJUELITO
1527,8.0,6,57,1,11001,2,2,3.0,KENNEDY
1528,8.0,6,21,2,11001,2,2,3.0,KENNEDY
1529,8.0,6,16,1,11001,2,2,3.0,KENNEDY
1530,7.0,6,56,2,11001,2,2,2.0,BOSA
1531,7.0,6,5,2,11001,2,2,2.0,BOSA
1532,7.0,6,2,2,11001,2,2,2.0,BOSA
1533,7.0,6,40,2,11001,1,2,2.0,BOSA
1534,7.0,6,8,1,11001,2,2,2.0,BOSA
1535,9.0,6,14,1,11001,2,2,3.0,FONTIBON
1536,9.0,6,36,2,11001,2,2,3.0,FONTIBON
1537,8.0,6,34,1,11001,2,2,3.0,KENNEDY
1538,8.0,6,30,1,11001,2,2,3.0,KENNEDY
1539,16.0,6,5,2,11001,2,2,3.0,PUENTE ARANDA
1540,,6,7,1,25200,2,2,3.0,
1541,,6,49,2,25200,1,2,2.0,
1542,,6,12,1,25200,2,2,2.0,
1543,,6,8,1,25793,2,2,2.0,
1544,,6,17,2,25793,2,2,2.0,
1545,,6,27,2,25793,2,2,2.0,
1546,,6,73,2,25307,1,2,2.0,
1547,,6,62,2,25307,2,2,2.0,
1548,,6,57,1,25785,2,2,3.0,
1549,,6,48,2,25662,1,2,3.0,
1550,,6,12,1,25662,2,2,3.0,
1551,,6,10,1,25662,2,2,2.0,
1552,,6,10,1,25513,2,2,2.0,
1553,,6,25,1,25513,2,2,2.0,
1554,,6,42,2,25513,1,2,2.0,
1555,,6,38,2,25513,2,2,1.0,
1556,,6,19,1,25513,2,2,1.0,
1557,,6,9,1,25513,2,2,3.0,
1558,,6,46,2,25099,2,2,3.0,
1559,,6,46,2,25099,2,2,3.0,
1560,9.0,6,29,1,11001,2,2,4.0,FONTIBON
1561,13.0,6,33,1,11001,2,2,4.0,TEUSAQUILLO
1562,13.0,6,37,1,11001,2,2,4.0,TEUSAQUILLO
1563,10.0,6,80,2,11001,2,2,4.0,ENGATIVA
1564,10.0,6,24,1,11001,1,2,4.0,ENGATIVA
1565,10.0,6,26,1,11001,2,2,3.0,ENGATIVA
1566,10.0,6,68,2,11001,2,2,4.0,ENGATIVA
1567,15.0,6,81,2,11001,2,2,3.0,ANTONIO NARIÑO
1568,15.0,6,31,2,11001,2,2,3.0,ANTONIO NARIÑO
1569,15.0,6,35,2,11001,1,2,3.0,ANTONIO NARIÑO
1570,15.0,6,68,2,11001,1,2,3.0,ANTONIO NARIÑO
1571,15.0,6,81,2,11001,2,2,3.0,ANTONIO NARIÑO
1572,3.0,6,70,2,11001,2,2,2.0,SANTA FE
1573,3.0,6,30,1,11001,2,2,2.0,SANTA FE
1574,8.0,6,64,1,11001,2,2,2.0,KENNEDY
1575,8.0,6,43,2,11001,2,2,2.0,KENNEDY
1576,8.0,6,16,1,11001,2,2,2.0,KENNEDY
1577,8.0,6,14,1,11001,2,2,2.0,KENNEDY
1578,8.0,6,6,1,11001,2,2,2.0,KENNEDY
1579,8.0,6,27,2,11001,2,2,2.0,KENNEDY
1580,9.0,6,33,1,11001,2,2,4.0,FONTIBON
1581,9.0,6,80,2,11001,2,2,4.0,FONTIBON
1582,9.0,6,29,2,11001,2,2,4.0,FONTIBON
1583,9.0,6,12,1,11001,2,2,2.0,FONTIBON
1584,8.0,6,30,2,11001,2,2,2.0,KENNEDY
1585,8.0,6,7,1,11001,1,2,2.0,KENNEDY
1586,8.0,6,1,1,11001,1,2,2.0,KENNEDY
1587,8.0,6,33,1,11001,2,2,2.0,KENNEDY
1588,16.0,6,78,1,11001,2,2,3.0,PUENTE ARANDA
1589,16.0,6,72,2,11001,2,2,3.0,PUENTE ARANDA
1590,16.0,6,67,1,11001,2,2,3.0,PUENTE ARANDA
1591,16.0,6,23,2,11001,2,2,1.0,PUENTE ARANDA
1592,16.0,6,17,2,11001,2,2,1.0,PUENTE ARANDA
1593,,6,17,1,25200,2,2,2.0,
1594,,6,19,1,25200,2,2,2.0,
1595,,6,15,2,25793,2,2,2.0,
1596,,6,20,2,25793,1,2,1.0,
1597,,6,51,2,25793,2,2,2.0,
1598,,6,42,2,25793,2,2,2.0,
1599,,6,18,2,25260,2,2,2.0,
1600,,6,25,2,25260,2,2,2.0,
1601,,6,18,2,25260,2,2,2.0,
1602,,6,43,2,25438,1,1,1.0,
1603,,6,12,2,25438,1,1,1.0,
1604,,6,14,2,25126,2,2,2.0,
1605,,6,14,1,25126,2,2,2.0,
1606,,1,67,2,25126,1,2,3.0,
1607,,1,27,1,25126,1,2,3.0,
1608,,6,3,1,25126,1,2,3.0,
1609,,6,33,1,25817,2,2,3.0,
1610,,6,39,2,25151,2,2,2.0,
1611,,6,13,1,25151,1,1,3.0,
1612,,6,28,2,25513,2,2,3.0,
1613,11.0,6,7,2,11001,2,2,4.0,SUBA
1614,11.0,6,29,1,11001,2,2,4.0,SUBA
1615,1.0,6,11,2,11001,2,2,3.0,USAQUEN
1616,1.0,6,52,1,11001,2,2,2.0,USAQUEN
1617,1.0,6,26,1,11001,2,2,2.0,USAQUEN
1618,1.0,6,50,2,11001,2,2,3.0,USAQUEN
1619,1.0,6,51,1,11001,2,2,1.0,USAQUEN
1620,11.0,6,78,2,11001,2,2,4.0,SUBA
1621,11.0,6,31,2,11001,2,2,4.0,SUBA
1622,11.0,6,64,2,11001,9,9,4.0,SUBA
1623,11.0,6,43,1,11001,2,2,4.0,SUBA
1624,11.0,6,9,1,11001,2,2,4.0,SUBA
1625,11.0,6,66,1,11001,1,2,3.0,SUBA
1626,11.0,6,30,1,11001,2,2,4.0,SUBA
1627,11.0,6,17,2,11001,2,2,3.0,SUBA
1628,11.0,6,15,2,11001,2,2,3.0,SUBA
1629,11.0,6,55,1,11001,2,2,3.0,SUBA
1630,1.0,6,49,1,11001,2,2,4.0,USAQUEN
1631,2.0,6,16,1,11001,2,2,2.0,CHAPINERO
1632,11.0,6,52,2,11001,1,2,2.0,SUBA
1633,11.0,6,15,2,11001,1,2,5.0,SUBA
1634,12.0,6,87,1,11001,2,2,3.0,BARRIOS UNIDOS
1635,12.0,6,59,1,11001,2,2,3.0,BARRIOS UNIDOS
1636,10.0,6,33,2,11001,2,2,3.0,ENGATIVA
1637,10.0,6,53,2,11001,1,2,3.0,ENGATIVA
1638,10.0,6,44,2,11001,2,2,3.0,ENGATIVA
1639,10.0,6,17,2,11001,2,2,3.0,ENGATIVA
1640,10.0,6,16,1,11001,2,2,3.0,ENGATIVA
1641,10.0,6,46,1,11001,1,2,3.0,ENGATIVA
1642,10.0,6,16,2,11001,1,2,3.0,ENGATIVA
1643,10.0,6,12,1,11001,2,2,3.0,ENGATIVA
1644,10.0,6,77,2,11001,1,2,3.0,ENGATIVA
1645,10.0,5,8,2,11001,2,2,3.0,ENGATIVA
1646,10.0,6,24,2,11001,2,2,3.0,ENGATIVA
1647,10.0,6,41,2,11001,1,2,3.0,ENGATIVA
1648,10.0,6,74,2,11001,2,2,3.0,ENGATIVA
1649,12.0,6,90,2,11001,1,2,3.0,BARRIOS UNIDOS
1650,12.0,6,19,2,11001,1,1,3.0,BARRIOS UNIDOS
1651,4.0,6,27,2,11001,1,2,2.0,SAN CRISTOBAL
1652,4.0,6,5,1,11001,1,2,2.0,SAN CRISTOBAL
1653,4.0,6,2,1,11001,1,2,2.0,SAN CRISTOBAL
1654,4.0,6,60,2,11001,1,1,2.0,SAN CRISTOBAL
1655,4.0,6,55,2,11001,1,1,2.0,SAN CRISTOBAL
1656,4.0,6,19,2,11001,2,2,3.0,SAN CRISTOBAL
1657,5.0,6,25,1,11001,1,2,1.0,USME
1658,5.0,6,8,1,11001,2,2,1.0,USME
1659,5.0,6,50,2,11001,2,2,1.0,USME
1660,5.0,6,24,1,11001,2,2,1.0,USME
1661,8.0,6,43,2,11001,9,9,2.0,KENNEDY
1662,8.0,6,52,2,11001,2,2,2.0,KENNEDY
1663,9.0,6,74,1,11001,2,2,3.0,FONTIBON
1664,16.0,6,80,2,11001,2,2,3.0,PUENTE ARANDA
1665,9.0,6,49,2,11001,1,2,3.0,FONTIBON
1666,9.0,6,9,2,11001,2,2,3.0,FONTIBON
1667,9.0,6,49,2,11001,1,2,3.0,FONTIBON
1668,9.0,6,76,1,11001,2,2,3.0,FONTIBON
1669,9.0,6,50,1,11001,2,2,3.0,FONTIBON
1670,9.0,6,8,2,11001,2,2,3.0,FONTIBON
1671,9.0,6,18,2,11001,2,2,3.0,FONTIBON
1672,9.0,6,1,1,11001,9,9,3.0,FONTIBON
1673,9.0,6,28,2,11001,2,2,3.0,FONTIBON
1674,9.0,6,27,2,11001,2,2,3.0,FONTIBON
1675,9.0,6,34,2,11001,2,2,3.0,FONTIBON
1676,9.0,6,9,1,11001,2,2,4.0,FONTIBON
1677,9.0,6,28,2,11001,2,2,4.0,FONTIBON
1678,9.0,6,5,1,11001,2,2,3.0,FONTIBON
1679,8.0,6,65,2,11001,2,2,3.0,KENNEDY
1680,8.0,6,30,2,11001,2,2,3.0,KENNEDY
1681,8.0,6,69,2,11001,2,2,3.0,KENNEDY
1682,16.0,6,3,1,11001,2,2,3.0,PUENTE ARANDA
1683,16.0,6,54,2,11001,1,2,3.0,PUENTE ARANDA
1684,9.0,6,64,1,11001,2,2,4.0,FONTIBON
1685,9.0,6,31,2,11001,2,2,3.0,FONTIBON
1686,9.0,6,51,2,11001,2,2,4.0,FONTIBON
1687,9.0,6,2,1,11001,2,2,5.0,FONTIBON
1688,9.0,6,14,2,11001,2,2,5.0,FONTIBON
1689,13.0,6,7,1,11001,2,2,4.0,TEUSAQUILLO
1690,13.0,6,22,2,11001,2,2,4.0,TEUSAQUILLO
1691,13.0,6,9,1,11001,2,2,4.0,TEUSAQUILLO
1692,13.0,6,17,2,11001,2,2,4.0,TEUSAQUILLO
1693,13.0,6,6,1,11001,2,2,4.0,TEUSAQUILLO
1694,13.0,6,27,2,11001,2,2,4.0,TEUSAQUILLO
1695,,6,13,1,25736,2,2,2.0,
1696,,6,25,1,25736,2,2,2.0,
1697,,6,67,2,25736,9,9,2.0,
1698,,6,59,1,25736,2,2,2.0,
1699,,6,16,2,25754,2,2,2.0,
1700,,6,18,1,25799,2,2,3.0,
1701,,6,48,2,25799,2,2,3.0,
1702,,6,67,2,25799,1,2,3.0,
1703,,6,37,1,25799,2,2,2.0,
1704,,6,40,2,25286,1,2,2.0,
1705,,6,51,2,25286,1,2,2.0,
1706,,6,27,2,25286,2,2,3.0,
1707,,6,5,2,25286,2,2,3.0,
1708,,6,7,1,25307,2,2,2.0,
1709,,6,55,2,25307,2,2,3.0,
1710,,6,21,1,25307,2,2,3.0,
1711,,6,74,1,25307,1,2,1.0,
1712,,6,43,2,25295,2,2,1.0,
1713,,6,17,2,25295,2,2,2.0,
1714,,6,65,2,25295,2,2,2.0,
1715,,6,45,1,25386,2,2,2.0,
1716,,6,14,1,25386,2,2,2.0,
1717,,6,94,1,25386,2,2,2.0,
1718,,6,77,1,25386,1,2,3.0,
1719,,6,27,1,25386,2,2,3.0,
1720,,6,11,2,25386,2,2,3.0,
1721,,6,35,2,25386,2,2,3.0,
1722,,6,77,1,25386,2,2,3.0,
1723,,6,57,2,25386,1,2,3.0,
1724,,6,40,1,25486,1,2,3.0,
1725,,6,8,1,25486,2,2,1.0,
1726,,6,83,2,25486,2,2,3.0,
1727,,6,91,2,25183,1,2,2.0,
1728,,6,28,2,25740,2,2,3.0,
1729,,6,51,2,25740,2,1,2.0,
1730,,6,18,1,25740,2,1,2.0,
1731,,6,62,2,25740,2,2,2.0,
1732,,6,8,2,25740,1,2,2.0,
1733,,6,45,2,25758,2,2,3.0,
1734,,6,16,1,25758,2,2,3.0,
1735,,6,13,1,25758,2,2,3.0,
1736,,6,10,2,25758,2,2,3.0,
1737,,6,28,1,25758,1,2,3.0,
1738,,6,11,2,25758,2,2,3.0,
1739,,6,24,2,25769,2,2,3.0,
1740,,6,6,1,25769,2,2,3.0,
1741,,6,14,1,25438,1,1,2.0,
1742,,6,15,2,25438,1,1,2.0,
1743,,6,84,1,25438,1,1,2.0,
1744,,6,11,2,25473,2,2,2.0,
1745,,6,30,1,25473,2,2,2.0,
1746,,6,69,2,25473,2,2,2.0,
1747,,6,47,2,25473,2,2,2.0,
1748,,5,29,2,25473,2,2,2.0,
1749,,5,9,1,25473,2,2,2.0,
1750,,5,5,1,25473,2,2,2.0,
1751,,6,5,1,25473,2,2,2.0,
1752,,6,4,2,25473,2,2,2.0,
1753,,6,10,2,25662,2,2,2.0,
1754,,6,49,1,25662,2,2,2.0,
1755,,6,57,2,25781,1,2,1.0,
1756,,6,30,2,25781,1,2,1.0,
1757,,6,59,2,25781,2,2,3.0,
1758,,6,29,1,25781,2,2,2.0,
1759,,6,2,2,25781,2,2,2.0,
1760,,6,30,2,25781,2,2,2.0,
1761,,6,34,1,25781,2,2,2.0,
1762,,6,20,2,25781,2,2,2.0,
1763,,6,23,2,25326,2,2,3.0,
1764,,6,19,1,25326,1,2,2.0,
1765,,6,23,2,25326,2,2,2.0,
1766,,6,20,2,25817,1,2,3.0,
1767,,6,25,2,25817,1,1,2.0,
1768,,6,21,2,25817,2,2,2.0,
1769,,6,4,2,25817,2,2,2.0,
1770,,6,19,1,25817,2,2,2.0,
1771,,6,15,1,25151,2,2,2.0,
1772,,6,69,2,25151,1,2,2.0,
1773,,6,27,2,25513,1,2,2.0,
1774,,6,69,1,25513,2,2,2.0,
1775,,6,4,1,25513,2,2,2.0,
1776,,6,34,1,25513,1,2,3.0,
1777,,6,76,2,25513,1,1,2.0,
1778,,6,31,1,25513,1,2,3.0,
1779,,6,2,2,25843,2,2,2.0,
1780,,6,45,2,25843,1,2,2.0,
1781,,6,60,2,25843,2,2,1.0,
1782,,6,21,2,25843,2,2,1.0,
1783,,6,0,2,25843,2,2,3.0,
1784,,6,5,1,25843,2,2,2.0,
1785,,6,6,1,25843,2,2,3.0,
1786,,6,81,2,25290,2,2,3.0,
1787,,6,41,2,25290,2,2,3.0,
1788,,6,7,2,25290,2,2,4.0,
1789,,6,28,1,25290,2,2,3.0,
1790,,6,15,2,25175,2,2,3.0,
1791,,6,8,1,25175,1,2,3.0,
1792,,6,65,1,25175,2,1,2.0,
1793,,5,53,2,25175,2,1,2.0,
1794,,6,33,2,25175,2,2,3.0,
1795,,6,12,2,25175,2,2,2.0,
1796,,6,61,2,25175,2,2,2.0,
1797,,6,33,1,25175,1,2,2.0,
1798,11.0,6,30,1,11001,2,2,5.0,SUBA
1799,11.0,6,41,2,11001,2,2,6.0,SUBA
1800,2.0,6,58,2,11001,2,2,5.0,CHAPINERO
1801,2.0,6,65,1,11001,2,2,5.0,CHAPINERO
1802,2.0,6,84,2,11001,2,2,6.0,CHAPINERO
1803,11.0,6,44,2,11001,2,2,2.0,SUBA
1804,11.0,6,43,2,11001,2,2,4.0,SUBA
1805,11.0,6,75,2,11001,1,2,2.0,SUBA
1806,11.0,6,35,2,11001,2,2,2.0,SUBA
1807,12.0,6,50,2,11001,1,2,4.0,BARRIOS UNIDOS
1808,10.0,6,18,1,11001,2,2,2.0,ENGATIVA
1809,10.0,6,25,2,11001,2,2,3.0,ENGATIVA
1810,10.0,6,49,1,11001,2,2,3.0,ENGATIVA
1811,10.0,6,46,1,11001,2,2,3.0,ENGATIVA
1812,10.0,6,14,2,11001,2,2,3.0,ENGATIVA
1813,10.0,6,52,2,11001,2,2,3.0,ENGATIVA
1814,13.0,6,34,2,11001,2,2,4.0,TEUSAQUILLO
1815,13.0,6,34,2,11001,2,2,4.0,TEUSAQUILLO
1816,4.0,6,22,1,11001,2,2,2.0,SAN CRISTOBAL
1817,4.0,6,65,2,11001,2,2,2.0,SAN CRISTOBAL
1818,4.0,6,14,2,11001,2,2,2.0,SAN CRISTOBAL
1819,4.0,6,41,2,11001,2,2,2.0,SAN CRISTOBAL
1820,4.0,6,85,2,11001,2,2,2.0,SAN CRISTOBAL
1821,4.0,6,43,2,11001,2,2,2.0,SAN CRISTOBAL
1822,4.0,6,5,1,11001,2,2,2.0,SAN CRISTOBAL
1823,5.0,6,39,2,11001,2,2,2.0,USME
1824,16.0,6,76,2,11001,2,2,3.0,PUENTE ARANDA
1825,16.0,6,10,2,11001,2,2,3.0,PUENTE ARANDA
1826,18.0,6,21,1,11001,2,2,3.0,RAFAEL URIBE URIBE
1827,19.0,6,41,2,11001,2,2,2.0,CIUDAD BOLIVAR
1828,19.0,6,4,1,11001,2,2,3.0,CIUDAD BOLIVAR
1829,19.0,6,9,2,11001,1,2,1.0,CIUDAD BOLIVAR
1830,19.0,6,20,2,11001,1,1,1.0,CIUDAD BOLIVAR
1831,8.0,5,56,2,11001,2,2,3.0,KENNEDY
1832,8.0,6,41,2,11001,2,1,3.0,KENNEDY
1833,8.0,6,11,2,11001,2,1,3.0,KENNEDY
1834,6.0,6,11,1,11001,2,2,3.0,TUNJUELITO
1835,18.0,6,50,2,11001,1,1,3.0,RAFAEL URIBE URIBE
1836,18.0,6,54,2,11001,2,9,3.0,RAFAEL URIBE URIBE
1837,6.0,6,15,2,11001,2,2,3.0,TUNJUELITO
1838,6.0,6,52,2,11001,2,2,2.0,TUNJUELITO
1839,6.0,6,16,2,11001,2,2,2.0,TUNJUELITO
1840,6.0,6,16,2,11001,2,2,2.0,TUNJUELITO
1841,6.0,6,10,1,11001,2,2,2.0,TUNJUELITO
1842,19.0,6,24,2,11001,2,2,2.0,CIUDAD BOLIVAR
1843,19.0,6,58,1,11001,2,2,2.0,CIUDAD BOLIVAR
1844,19.0,6,31,2,11001,2,2,1.0,CIUDAD BOLIVAR
1845,19.0,6,39,1,11001,2,2,1.0,CIUDAD BOLIVAR
1846,19.0,6,65,2,11001,2,2,1.0,CIUDAD BOLIVAR
1847,19.0,6,29,2,11001,2,2,1.0,CIUDAD BOLIVAR
1848,19.0,6,26,2,11001,2,2,2.0,CIUDAD BOLIVAR
1849,19.0,6,2,1,11001,2,2,2.0,CIUDAD BOLIVAR
1850,19.0,6,23,1,11001,2,2,2.0,CIUDAD BOLIVAR
1851,19.0,6,20,2,11001,2,2,2.0,CIUDAD BOLIVAR
1852,19.0,6,4,1,11001,2,2,2.0,CIUDAD BOLIVAR
1853,19.0,6,64,2,11001,2,2,1.0,CIUDAD BOLIVAR
1854,8.0,6,55,1,11001,2,2,2.0,KENNEDY
1855,8.0,6,90,2,11001,2,2,2.0,KENNEDY
1856,7.0,6,25,1,11001,2,2,2.0,BOSA
1857,8.0,6,65,2,11001,2,2,3.0,KENNEDY
1858,9.0,6,45,2,11001,2,2,2.0,FONTIBON
1859,16.0,6,15,2,11001,2,2,3.0,PUENTE ARANDA
1860,,6,54,2,25269,2,2,2.0,
1861,,6,8,2,25295,2,2,2.0,
1862,,6,66,2,25295,2,2,2.0,
1863,,6,37,1,25320,1,2,2.0,
1864,,6,9,2,25320,1,2,2.0,
1865,,6,83,1,25320,2,2,2.0,
1866,,6,20,2,25486,2,2,2.0,
1867,,6,54,2,25297,1,1,2.0,
1868,,6,24,2,25297,2,2,2.0,
1869,,6,49,2,25297,1,2,1.0,
1870,,6,69,2,25785,2,2,3.0,
1871,,6,15,2,25662,2,2,2.0,
1872,,6,8,1,25662,2,2,2.0,
1873,,6,15,2,25662,2,2,2.0,
1874,,6,62,2,25662,1,2,2.0,
1875,,6,21,2,25662,1,2,2.0,
1876,,6,67,1,25662,2,2,3.0,
1877,,6,32,1,25126,2,2,2.0,
1878,,6,8,1,25817,2,2,2.0,
1879,,6,15,1,25817,1,1,3.0,
1880,,6,18,2,25875,1,1,2.0,
1881,,6,74,2,25875,1,2,1.0,
1882,,6,27,2,25875,2,2,2.0,
1883,,6,22,2,25875,2,2,2.0,
1884,,6,86,2,25875,2,2,3.0,
1885,,6,16,2,25875,2,2,3.0,
1886,,6,73,2,25875,2,2,2.0,
1887,11.0,6,27,2,11001,2,2,3.0,SUBA
1888,11.0,6,11,1,11001,2,2,6.0,SUBA
1889,10.0,6,2,1,11001,1,2,3.0,ENGATIVA
1890,10.0,6,65,1,11001,2,2,2.0,ENGATIVA
1891,10.0,6,39,1,11001,2,2,3.0,ENGATIVA
1892,10.0,6,22,2,11001,2,2,3.0,ENGATIVA
1893,10.0,6,34,1,11001,2,2,2.0,ENGATIVA
1894,10.0,6,8,1,11001,2,2,3.0,ENGATIVA
1895,10.0,6,25,1,11001,2,2,3.0,ENGATIVA
1896,10.0,6,84,2,11001,2,2,3.0,ENGATIVA
1897,10.0,6,48,2,11001,2,2,3.0,ENGATIVA
1898,12.0,6,5,2,11001,2,2,3.0,BARRIOS UNIDOS
1899,4.0,6,11,1,11001,2,2,3.0,SAN CRISTOBAL
1900,4.0,6,78,1,11001,2,2,3.0,SAN CRISTOBAL
1901,4.0,6,5,1,11001,2,2,3.0,SAN CRISTOBAL
1902,4.0,6,86,1,11001,2,2,3.0,SAN CRISTOBAL
1903,4.0,6,12,1,11001,2,2,3.0,SAN CRISTOBAL
1904,14.0,6,59,2,11001,1,2,3.0,LOS MARTIRES
1905,3.0,6,8,2,11001,2,2,2.0,SANTA FE
1906,3.0,6,73,2,11001,2,2,2.0,SANTA FE
1907,3.0,6,60,2,11001,2,2,2.0,SANTA FE
1908,3.0,6,11,2,11001,2,2,2.0,SANTA FE
1909,3.0,6,3,1,11001,2,2,2.0,SANTA FE
1910,3.0,6,73,2,11001,2,2,2.0,SANTA FE
1911,3.0,6,77,2,11001,2,2,2.0,SANTA FE
1912,3.0,6,56,2,11001,2,2,2.0,SANTA FE
1913,3.0,6,27,2,11001,2,2,2.0,SANTA FE
1914,3.0,6,6,2,11001,1,2,2.0,SANTA FE
1915,3.0,6,76,2,11001,2,2,2.0,SANTA FE
1916,3.0,6,15,2,11001,1,2,2.0,SANTA FE
1917,4.0,6,19,2,11001,2,2,2.0,SAN CRISTOBAL
1918,5.0,6,56,2,11001,1,2,1.0,USME
1919,5.0,6,69,2,11001,1,1,1.0,USME
1920,5.0,6,6,2,11001,2,2,2.0,USME
1921,5.0,6,8,2,11001,2,2,1.0,USME
1922,5.0,6,72,2,11001,2,2,1.0,USME
1923,5.0,6,25,2,11001,2,2,2.0,USME
1924,5.0,6,55,2,11001,2,2,2.0,USME
1925,18.0,6,58,2,11001,1,2,2.0,RAFAEL URIBE URIBE
1926,18.0,6,79,1,11001,1,2,2.0,RAFAEL URIBE URIBE
1927,18.0,6,5,2,11001,1,2,2.0,RAFAEL URIBE URIBE
